last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Gregorius, Didi,544369,2020,237,190,0.284,0.263,0.020999999999999963,0.488,0.396,0.09199999999999997,0.348,0.311,0.03699999999999998
Martinez, J.D.,502110,2020,237,154,0.213,0.229,-0.016000000000000014,0.389,0.443,-0.05399999999999999,0.29,0.318,-0.028000000000000025
Semien, Marcus,543760,2020,236,161,0.223,0.209,0.014000000000000012,0.374,0.352,0.02200000000000002,0.299,0.287,0.01200000000000001
Báez, Javier,595879,2020,235,149,0.203,0.218,-0.014999999999999986,0.36,0.385,-0.025000000000000022,0.256,0.279,-0.02300000000000002
Voit, Luke,572228,2020,234,160,0.277,0.279,-0.0020000000000000018,0.61,0.586,0.02400000000000002,0.393,0.389,0.0040000000000000036
Solak, Nick,669256,2020,233,171,0.268,0.264,0.0040000000000000036,0.344,0.388,-0.04400000000000004,0.297,0.318,-0.02100000000000002
Conforto, Michael,624424,2020,233,145,0.322,0.281,0.04099999999999998,0.515,0.478,0.03700000000000003,0.401,0.374,0.027000000000000024
Mondesi, Adalberto,609275,2020,233,151,0.256,0.215,0.04100000000000001,0.416,0.355,0.061,0.305,0.267,0.03799999999999998
Seager, Corey,608369,2020,232,177,0.307,0.331,-0.02400000000000002,0.585,0.656,-0.07100000000000006,0.394,0.434,-0.03999999999999998
Crawford, J.P.,641487,2020,232,167,0.255,0.257,-0.0020000000000000018,0.338,0.36,-0.021999999999999964,0.303,0.318,-0.015000000000000013
Rendon, Anthony,543685,2020,232,158,0.286,0.287,-0.0010000000000000009,0.497,0.469,0.028000000000000025,0.395,0.39,0.0050000000000000044
Goldschmidt, Paul,502671,2020,231,149,0.304,0.285,0.019000000000000017,0.466,0.51,-0.043999999999999984,0.387,0.396,-0.009000000000000008
Grichuk, Randal,545341,2020,231,169,0.273,0.268,0.0050000000000000044,0.481,0.468,0.012999999999999956,0.334,0.333,0.0010000000000000009
Happ, Ian,664023,2020,231,136,0.258,0.261,-0.0030000000000000027,0.505,0.469,0.03600000000000003,0.369,0.362,0.007000000000000006
Moncada, Yoán,660162,2020,231,130,0.225,0.207,0.018000000000000016,0.385,0.336,0.04899999999999999,0.309,0.29,0.019000000000000017
Alberto, Hanser,593643,2020,231,193,0.283,0.247,0.035999999999999976,0.393,0.319,0.07400000000000001,0.301,0.261,0.03999999999999998
Cabrera, Miguel,408234,2020,231,155,0.25,0.288,-0.03799999999999998,0.417,0.52,-0.10300000000000004,0.323,0.379,-0.055999999999999994
Rosario, Eddie,592696,2020,231,178,0.257,0.246,0.01100000000000001,0.476,0.437,0.03899999999999998,0.333,0.318,0.015000000000000013
Suárez, Eugenio,553993,2020,231,132,0.202,0.216,-0.013999999999999985,0.47,0.472,-0.0020000000000000018,0.332,0.342,-0.010000000000000009
Gurriel, Yuli,493329,2020,230,189,0.232,0.265,-0.033,0.384,0.408,-0.023999999999999966,0.281,0.318,-0.03699999999999998
Fletcher, David,664058,2020,230,185,0.319,0.292,0.027000000000000024,0.425,0.351,0.07400000000000001,0.35,0.316,0.033999999999999975
Frazier, Adam,624428,2020,230,175,0.23,0.251,-0.02099999999999999,0.364,0.378,-0.014000000000000012,0.291,0.309,-0.018000000000000016
Anderson, Brian,605119,2020,229,135,0.255,0.227,0.027999999999999997,0.465,0.426,0.039000000000000035,0.348,0.324,0.023999999999999966
Davis, J.D.,605204,2020,229,135,0.247,0.258,-0.01100000000000001,0.389,0.43,-0.04099999999999998,0.339,0.359,-0.019999999999999962
Tucker, Kyle,663656,2020,228,164,0.268,0.261,0.007000000000000006,0.512,0.449,0.063,0.349,0.327,0.021999999999999964
Calhoun, Kole,594777,2020,228,144,0.226,0.263,-0.037000000000000005,0.526,0.517,0.009000000000000008,0.362,0.379,-0.017000000000000015
Kiner-Falefa, Isiah,643396,2020,228,180,0.28,0.26,0.020000000000000018,0.37,0.34,0.02999999999999997,0.307,0.294,0.013000000000000012
La Stella, Tommy,600303,2020,228,187,0.281,0.275,0.006000000000000005,0.449,0.423,0.026000000000000023,0.355,0.348,0.007000000000000006
Robert Jr., Luis,673357,2020,227,131,0.233,0.221,0.01200000000000001,0.436,0.462,-0.026000000000000023,0.316,0.326,-0.010000000000000009
Edman, Tommy,669242,2020,227,158,0.25,0.266,-0.016000000000000014,0.368,0.367,0.0010000000000000009,0.302,0.315,-0.013000000000000012
Gallo, Joey,608336,2020,226,114,0.181,0.192,-0.01100000000000001,0.378,0.418,-0.03999999999999998,0.297,0.317,-0.020000000000000018
Polanco, Jorge,593871,2020,226,177,0.258,0.263,-0.0050000000000000044,0.354,0.381,-0.027000000000000024,0.289,0.304,-0.015000000000000013
Jiménez, Eloy,650391,2020,226,158,0.296,0.278,0.01799999999999996,0.559,0.54,0.019000000000000017,0.373,0.364,0.009000000000000008
Bogaerts, Xander,593428,2020,225,163,0.3,0.259,0.04099999999999998,0.502,0.474,0.028000000000000025,0.368,0.341,0.02699999999999997
Contreras, Willson,575929,2020,225,134,0.243,0.249,-0.006000000000000005,0.407,0.441,-0.03400000000000003,0.336,0.353,-0.01699999999999996
Nimmo, Brandon,607043,2020,225,143,0.28,0.257,0.02300000000000002,0.484,0.43,0.05399999999999999,0.387,0.364,0.02300000000000002
Yastrzemski, Mike,573262,2020,225,137,0.297,0.251,0.045999999999999985,0.568,0.488,0.07999999999999996,0.407,0.364,0.04299999999999998
Lowe, Brandon,664040,2020,224,137,0.269,0.261,0.008000000000000007,0.554,0.55,0.0040000000000000036,0.385,0.384,0.0010000000000000009
Schwarber, Kyle,656941,2020,224,125,0.188,0.224,-0.036000000000000004,0.393,0.441,-0.04799999999999999,0.307,0.34,-0.03300000000000003
Gurriel Jr., Lourdes,666971,2020,224,162,0.308,0.281,0.02699999999999997,0.534,0.486,0.04800000000000004,0.372,0.347,0.025000000000000022
Pillar, Kevin,607680,2020,223,167,0.288,0.272,0.01599999999999996,0.462,0.435,0.027000000000000024,0.341,0.328,0.013000000000000012
Bell, Josh,605137,2020,223,140,0.226,0.228,-0.0020000000000000018,0.364,0.381,-0.017000000000000015,0.286,0.297,-0.01100000000000001
Votto, Joey,458015,2020,223,143,0.226,0.253,-0.026999999999999996,0.446,0.478,-0.03199999999999997,0.347,0.369,-0.02200000000000002
Springer, George,543807,2020,222,153,0.265,0.294,-0.02899999999999997,0.54,0.569,-0.028999999999999915,0.379,0.405,-0.026000000000000023
Laureano, Ramón,657656,2020,222,128,0.213,0.23,-0.017000000000000015,0.366,0.403,-0.03700000000000003,0.315,0.338,-0.02300000000000002
Escobar, Eduardo,500871,2020,222,164,0.212,0.263,-0.05100000000000002,0.335,0.396,-0.061,0.257,0.306,-0.04899999999999999
Verdugo, Alex,657077,2020,221,157,0.308,0.238,0.07,0.478,0.369,0.10899999999999999,0.362,0.299,0.063
Correa, Carlos,621043,2020,221,153,0.264,0.254,0.010000000000000009,0.383,0.402,-0.019000000000000017,0.308,0.315,-0.007000000000000006
Anderson, Tim,641313,2020,221,159,0.322,0.293,0.029000000000000026,0.529,0.508,0.02100000000000002,0.376,0.358,0.018000000000000016
Peralta, David,444482,2020,218,160,0.3,0.26,0.03999999999999998,0.433,0.375,0.057999999999999996,0.333,0.299,0.03400000000000003
Myers, Wil,571976,2020,218,142,0.288,0.285,0.0030000000000000027,0.606,0.589,0.017000000000000015,0.4,0.396,0.0040000000000000036
Ahmed, Nick,605113,2020,217,153,0.266,0.247,0.019000000000000017,0.402,0.377,0.025000000000000022,0.318,0.304,0.014000000000000012
Bradley Jr., Jackie,598265,2020,217,144,0.283,0.22,0.06299999999999997,0.45,0.368,0.08200000000000002,0.352,0.301,0.05099999999999999
Segura, Jean,516416,2020,217,148,0.266,0.25,0.016000000000000014,0.422,0.391,0.030999999999999972,0.333,0.318,0.015000000000000013
Núñez, Renato,600524,2020,216,132,0.256,0.227,0.028999999999999998,0.492,0.431,0.061,0.347,0.315,0.03199999999999997
Aguilar, Jesús,542583,2020,216,152,0.277,0.271,0.006000000000000005,0.457,0.452,0.0050000000000000044,0.347,0.345,0.0020000000000000018
LeMahieu, DJ,518934,2020,216,175,0.364,0.312,0.05199999999999999,0.59,0.46,0.12999999999999995,0.429,0.366,0.063
Taylor, Chris,621035,2020,214,131,0.27,0.272,-0.0020000000000000018,0.476,0.488,-0.01200000000000001,0.364,0.371,-0.007000000000000006
Cruz, Nelson,443558,2020,214,127,0.303,0.269,0.033999999999999975,0.595,0.545,0.04999999999999993,0.411,0.383,0.02799999999999997
Reyes, Victor,622682,2020,213,157,0.277,0.287,-0.009999999999999953,0.391,0.43,-0.03899999999999998,0.307,0.329,-0.02200000000000002
Flores, Wilmer,527038,2020,213,163,0.268,0.245,0.02300000000000002,0.515,0.43,0.08500000000000002,0.347,0.309,0.03799999999999998
Cabrera, Asdrúbal,452678,2020,213,154,0.242,0.243,-0.0010000000000000009,0.447,0.429,0.018000000000000016,0.319,0.317,0.0020000000000000018
Hicks, Aaron,543305,2020,211,131,0.225,0.256,-0.031,0.414,0.435,-0.02100000000000002,0.351,0.374,-0.02300000000000002
Pollock, AJ,572041,2020,210,153,0.276,0.269,0.007000000000000006,0.566,0.499,0.06699999999999995,0.364,0.345,0.019000000000000017
Reddick, Josh,502210,2020,210,147,0.245,0.246,-0.0010000000000000009,0.378,0.36,0.018000000000000016,0.304,0.303,0.0010000000000000009
Dickerson, Corey,572816,2020,210,159,0.258,0.248,0.010000000000000009,0.402,0.396,0.006000000000000005,0.308,0.305,0.0030000000000000027
Altuve, Jose,514888,2020,210,153,0.219,0.23,-0.01100000000000001,0.344,0.349,-0.0050000000000000044,0.278,0.288,-0.009999999999999953
Duvall, Adam,594807,2020,209,137,0.237,0.228,0.00899999999999998,0.532,0.516,0.016000000000000014,0.348,0.342,0.00599999999999995
Longoria, Evan,446334,2020,209,157,0.254,0.282,-0.02799999999999997,0.425,0.524,-0.09900000000000003,0.308,0.364,-0.055999999999999994
McNeil, Jeff,643446,2020,209,162,0.311,0.277,0.033999999999999975,0.454,0.407,0.04700000000000004,0.36,0.337,0.022999999999999965
Wong, Kolten,543939,2020,208,154,0.265,0.235,0.030000000000000027,0.326,0.306,0.020000000000000018,0.305,0.286,0.019000000000000017
Reynolds, Bryan,668804,2020,208,128,0.189,0.228,-0.03900000000000001,0.357,0.403,-0.04600000000000004,0.278,0.314,-0.035999999999999976
García, Avisaíl,541645,2020,207,132,0.238,0.244,-0.006000000000000005,0.326,0.375,-0.04899999999999999,0.296,0.317,-0.02100000000000002
Villar, Jonathan,542340,2020,207,134,0.232,0.216,0.016000000000000014,0.292,0.287,0.0050000000000000044,0.266,0.261,0.0050000000000000044
Hernández, Teoscar,606192,2020,207,128,0.289,0.296,-0.007000000000000006,0.579,0.614,-0.03500000000000003,0.384,0.401,-0.017000000000000015
Riley, Austin,663586,2020,206,140,0.239,0.265,-0.026000000000000023,0.415,0.474,-0.059,0.307,0.342,-0.03500000000000003
Candelario, Jeimer,600869,2020,206,136,0.297,0.277,0.019999999999999962,0.503,0.471,0.03200000000000003,0.373,0.356,0.017000000000000015
Tapia, Raimel,606132,2020,206,150,0.321,0.244,0.07700000000000001,0.402,0.325,0.07700000000000001,0.338,0.285,0.05300000000000005
Adames, Willy,642715,2020,205,111,0.259,0.229,0.03,0.481,0.394,0.08699999999999997,0.347,0.307,0.03999999999999998
Sanó, Miguel,593934,2020,205,96,0.204,0.215,-0.01100000000000001,0.478,0.483,-0.0050000000000000044,0.317,0.326,-0.009000000000000008
Ruiz, Rio,547004,2020,204,141,0.222,0.212,0.010000000000000009,0.427,0.356,0.07100000000000001,0.303,0.277,0.025999999999999968
Solano, Donovan,456781,2020,203,152,0.326,0.278,0.04799999999999999,0.463,0.417,0.04600000000000004,0.357,0.32,0.03699999999999998
White, Evan,657108,2020,202,99,0.176,0.19,-0.014000000000000012,0.346,0.387,-0.041000000000000036,0.261,0.292,-0.030999999999999972
Acuña Jr., Ronald,660670,2020,202,100,0.25,0.254,-0.0040000000000000036,0.581,0.591,-0.010000000000000009,0.413,0.42,-0.007000000000000006
Profar, Jurickson,595777,2020,202,155,0.278,0.282,-0.003999999999999948,0.428,0.411,0.017000000000000015,0.335,0.338,-0.0030000000000000027
Arenado, Nolan,571448,2020,201,166,0.253,0.235,0.018000000000000016,0.434,0.392,0.04199999999999998,0.308,0.288,0.020000000000000018
Moran, Colin,592567,2020,200,127,0.247,0.254,-0.007000000000000006,0.472,0.479,-0.007000000000000006,0.34,0.35,-0.009999999999999953
Smith, Dominic,642086,2020,199,135,0.316,0.303,0.013000000000000012,0.616,0.566,0.050000000000000044,0.412,0.392,0.019999999999999962
Gonzalez, Marwin,503556,2020,199,138,0.211,0.24,-0.028999999999999998,0.32,0.401,-0.08100000000000002,0.269,0.314,-0.044999999999999984
Soto, Juan,665742,2020,196,126,0.351,0.332,0.01899999999999996,0.695,0.696,-0.0010000000000000009,0.478,0.475,0.0030000000000000027
Kepler, Max,596146,2020,196,136,0.228,0.258,-0.03,0.439,0.425,0.014000000000000012,0.328,0.34,-0.01200000000000001
Realmuto, J.T.,592663,2020,195,125,0.266,0.246,0.020000000000000018,0.491,0.498,-0.007000000000000006,0.361,0.356,0.0050000000000000044
Marte, Ketel,606466,2020,195,163,0.287,0.265,0.021999999999999964,0.409,0.381,0.02799999999999997,0.316,0.306,0.010000000000000009
Grandal, Yasmani,518735,2020,194,105,0.23,0.207,0.02300000000000002,0.422,0.403,0.01899999999999996,0.338,0.327,0.01100000000000001
González, Erik,570481,2020,193,134,0.227,0.237,-0.009999999999999981,0.359,0.396,-0.03700000000000003,0.262,0.293,-0.030999999999999972
McMahon, Ryan,641857,2020,193,107,0.215,0.203,0.011999999999999983,0.419,0.389,0.02999999999999997,0.308,0.296,0.01200000000000001
Crawford, Brandon,543063,2020,193,127,0.256,0.235,0.02100000000000002,0.465,0.398,0.067,0.334,0.309,0.025000000000000022
Grossman, Robbie,543257,2020,192,128,0.241,0.24,0.0010000000000000009,0.482,0.399,0.08299999999999996,0.351,0.328,0.022999999999999965
Lopez, Nicky,670032,2020,192,131,0.201,0.238,-0.03699999999999998,0.266,0.308,-0.04199999999999998,0.254,0.287,-0.032999999999999974
Cronenworth, Jake,630105,2020,192,143,0.285,0.317,-0.03200000000000003,0.477,0.535,-0.05800000000000005,0.356,0.393,-0.03700000000000003
Vázquez, Christian,543877,2020,189,130,0.283,0.222,0.06099999999999997,0.457,0.358,0.09900000000000003,0.346,0.285,0.061
Robles, Victor,645302,2020,189,118,0.22,0.205,0.015000000000000013,0.315,0.28,0.034999999999999976,0.273,0.262,0.01100000000000001
Arcia, Orlando,606115,2020,189,142,0.26,0.281,-0.02100000000000002,0.416,0.428,-0.01200000000000001,0.317,0.338,-0.02100000000000002
Brantley, Michael,488726,2020,187,142,0.3,0.26,0.03999999999999998,0.476,0.413,0.063,0.362,0.325,0.03699999999999998
Dozier, Hunter,641531,2020,186,110,0.228,0.235,-0.0069999999999999785,0.392,0.385,0.007000000000000006,0.326,0.331,-0.0050000000000000044
Hoskins, Rhys,656555,2020,185,108,0.245,0.237,0.008000000000000007,0.503,0.507,-0.0040000000000000036,0.382,0.381,0.0010000000000000009
Tsutsugo, Yoshi,660294,2020,185,108,0.197,0.211,-0.013999999999999985,0.395,0.421,-0.025999999999999968,0.309,0.325,-0.016000000000000014
Wendle, Joey,621563,2020,184,134,0.286,0.256,0.02999999999999997,0.435,0.375,0.06,0.335,0.304,0.031000000000000028
d'Arnaud, Travis,518595,2020,184,116,0.321,0.3,0.02100000000000002,0.533,0.536,-0.0030000000000000027,0.392,0.386,0.006000000000000005
Nola, Austin,543592,2020,184,129,0.273,0.28,-0.007000000000000006,0.472,0.467,0.004999999999999949,0.352,0.361,-0.009000000000000008
Gordon, Alex,460086,2020,184,126,0.209,0.23,-0.02100000000000002,0.307,0.352,-0.044999999999999984,0.275,0.301,-0.025999999999999968
Hampson, Garrett,641658,2020,184,111,0.234,0.23,0.0040000000000000036,0.383,0.391,-0.008000000000000007,0.29,0.297,-0.007000000000000006
Winker, Jesse,608385,2020,183,104,0.255,0.265,-0.010000000000000009,0.544,0.524,0.020000000000000018,0.396,0.397,-0.0010000000000000009
Akiyama, Shogo,673451,2020,183,121,0.245,0.244,0.0010000000000000009,0.297,0.326,-0.029000000000000026,0.304,0.315,-0.01100000000000001
Canó, Robinson,429664,2020,182,148,0.316,0.297,0.019000000000000017,0.544,0.481,0.06300000000000006,0.376,0.353,0.02300000000000002
Heyward, Jason,518792,2020,181,112,0.265,0.287,-0.021999999999999964,0.456,0.451,0.0050000000000000044,0.368,0.381,-0.013000000000000012
Encarnación, Edwin,429665,2020,181,106,0.157,0.161,-0.0040000000000000036,0.377,0.366,0.01100000000000001,0.272,0.277,-0.0050000000000000044
Bohm, Alec,664761,2020,180,126,0.338,0.285,0.05300000000000005,0.481,0.467,0.013999999999999957,0.381,0.357,0.02400000000000002
Shaw, Travis,543768,2020,180,114,0.239,0.241,-0.0020000000000000018,0.411,0.436,-0.025000000000000022,0.31,0.323,-0.013000000000000012
Bregman, Alex,608324,2020,180,128,0.242,0.249,-0.007000000000000006,0.451,0.389,0.062,0.345,0.332,0.012999999999999956
Belt, Brandon,474832,2020,179,113,0.309,0.287,0.02200000000000002,0.591,0.597,-0.006000000000000005,0.427,0.422,0.0050000000000000044
Goodrum, Niko,592348,2020,179,92,0.184,0.183,0.0010000000000000009,0.335,0.336,-0.0010000000000000009,0.262,0.265,-0.0030000000000000027
Sánchez, Gary,596142,2020,178,92,0.147,0.193,-0.04600000000000001,0.365,0.43,-0.065,0.271,0.314,-0.04299999999999998
Severino, Pedro,600474,2020,178,121,0.25,0.269,-0.019000000000000017,0.388,0.43,-0.04199999999999998,0.312,0.337,-0.025000000000000022
Dubón, Mauricio,643289,2020,177,124,0.274,0.256,0.018000000000000016,0.389,0.402,-0.013000000000000012,0.318,0.319,-0.0010000000000000009
Schoop, Jonathan,570731,2020,177,125,0.278,0.243,0.03500000000000003,0.475,0.389,0.08599999999999997,0.34,0.3,0.040000000000000036
Eaton, Adam,594809,2020,176,131,0.226,0.248,-0.021999999999999992,0.384,0.389,-0.0050000000000000044,0.287,0.303,-0.016000000000000014
Turner, Justin,457759,2020,175,125,0.307,0.298,0.009000000000000008,0.46,0.551,-0.09100000000000003,0.376,0.403,-0.027000000000000024
Ohtani, Shohei,660271,2020,175,103,0.19,0.234,-0.04400000000000001,0.366,0.423,-0.056999999999999995,0.29,0.331,-0.041000000000000036
Soler, Jorge,624585,2020,174,90,0.228,0.243,-0.014999999999999986,0.443,0.487,-0.043999999999999984,0.332,0.354,-0.021999999999999964
Polanco, Gregory,570256,2020,174,95,0.153,0.223,-0.07,0.325,0.417,-0.09199999999999997,0.232,0.301,-0.06899999999999998
DeJong, Paul,657557,2020,174,106,0.25,0.238,0.01200000000000001,0.349,0.406,-0.05700000000000005,0.296,0.315,-0.019000000000000017
Urshela, Gio,570482,2020,174,130,0.298,0.314,-0.016000000000000014,0.49,0.491,-0.0010000000000000009,0.365,0.379,-0.014000000000000012
Frazier, Todd,453943,2020,172,115,0.236,0.225,0.010999999999999982,0.382,0.37,0.01200000000000001,0.3,0.294,0.006000000000000005
Newman, Kevin,621028,2020,172,138,0.224,0.253,-0.028999999999999998,0.276,0.337,-0.061,0.251,0.29,-0.03899999999999998
Piscotty, Stephen,572039,2020,171,108,0.226,0.237,-0.010999999999999982,0.358,0.398,-0.040000000000000036,0.273,0.293,-0.019999999999999962
Miller, Brad,543543,2020,171,97,0.232,0.252,-0.01999999999999999,0.451,0.481,-0.02999999999999997,0.349,0.377,-0.028000000000000025
Dickerson, Alex,543105,2020,170,122,0.298,0.268,0.02999999999999997,0.576,0.494,0.08199999999999996,0.394,0.356,0.038000000000000034
Carpenter, Matt,572761,2020,169,92,0.186,0.212,-0.025999999999999995,0.314,0.403,-0.08900000000000002,0.293,0.332,-0.039000000000000035
Upton, Justin,457708,2020,166,105,0.204,0.228,-0.02400000000000002,0.422,0.43,-0.008000000000000007,0.307,0.329,-0.02200000000000002
Santander, Anthony,623993,2020,165,128,0.261,0.287,-0.025999999999999968,0.575,0.516,0.05899999999999994,0.364,0.358,0.006000000000000005
Maldonado, Martín,455117,2020,165,86,0.215,0.202,0.012999999999999984,0.378,0.357,0.02100000000000002,0.326,0.316,0.010000000000000009
Goodwin, Brian,571718,2020,164,92,0.215,0.212,0.0030000000000000027,0.417,0.381,0.035999999999999976,0.305,0.298,0.007000000000000006
Moustakas, Mike,519058,2020,163,105,0.23,0.24,-0.009999999999999981,0.468,0.43,0.038000000000000034,0.34,0.335,0.0050000000000000044
Pujols, Albert,405395,2020,163,128,0.224,0.248,-0.023999999999999994,0.395,0.401,-0.006000000000000005,0.282,0.299,-0.017000000000000015
Torres, Gleyber,650402,2020,160,108,0.243,0.245,-0.0020000000000000018,0.368,0.384,-0.016000000000000014,0.326,0.335,-0.009000000000000008
Frazier, Clint,640449,2020,160,88,0.267,0.246,0.02100000000000002,0.511,0.447,0.064,0.388,0.363,0.025000000000000022
Kiermaier, Kevin,595281,2020,159,96,0.217,0.249,-0.032,0.362,0.377,-0.015000000000000013,0.301,0.325,-0.02400000000000002
Galvis, Freddy,520471,2020,159,111,0.22,0.22,0,0.404,0.36,0.04400000000000004,0.312,0.301,0.01100000000000001
Moore, Dylan,664238,2020,159,94,0.255,0.251,0.0040000000000000036,0.496,0.464,0.03199999999999997,0.368,0.357,0.01100000000000001
Margot, Manuel,622534,2020,159,121,0.269,0.26,0.009000000000000008,0.352,0.381,-0.029000000000000026,0.301,0.309,-0.008000000000000007
Gardner, Brett,458731,2020,158,96,0.223,0.226,-0.0030000000000000027,0.392,0.37,0.02200000000000002,0.332,0.327,0.0050000000000000044
Chavis, Michael,656308,2020,158,98,0.212,0.229,-0.017000000000000015,0.377,0.394,-0.017000000000000015,0.272,0.294,-0.021999999999999964
O'Neill, Tyler,641933,2020,157,97,0.173,0.195,-0.02200000000000002,0.36,0.379,-0.019000000000000017,0.271,0.29,-0.01899999999999996
Molina, Yadier,425877,2020,156,126,0.262,0.254,0.008000000000000007,0.359,0.385,-0.026000000000000023,0.29,0.298,-0.008000000000000007
